individual,mode,choice,ttme,invc,invt,gc,hinc,psize,mode_name,total_time,cost_per_income,party_adjusted_cost,gc_rel_min,time_rel_min,is_lowest_gc,is_fastest,gc_vs_mean,time_vs_mean
88,4,0,0.0,12.0,332.0,48.0,15.0,1.0,car,332.0,3.199999786666681,48.0,0.0,191.0,1,0,0.806722675517266,1.0894175517984659
89,1,0,64.0,59.0,118.0,77.0,30.0,2.0,air,182.0,2.566666581111114,38.5,31.0,0.0,0,1,1.0694444295910497,0.5814696467045698
89,2,0,44.0,32.0,349.0,85.0,30.0,2.0,train,393.0,2.833333238888892,42.5,39.0,211.0,0,0,1.1805555391589508,1.255591050301626
89,3,0,53.0,26.0,359.0,80.0,30.0,2.0,bus,412.0,2.6666665777777805,40.0,34.0,230.0,0,0,1.1111110956790127,1.3162939255070483
89,4,1,0.0,6.0,265.0,46.0,30.0,2.0,car,265.0,1.5333332822222239,23.0,0.0,83.0,1,0,0.6388888800154322,0.8466453647072033
90,1,0,64.0,60.0,74.0,71.0,26.0,2.0,air,138.0,2.730769125739649,35.5,13.0,0.0,0,1,0.9659863814151513,0.46898895337641816
90,2,1,20.0,40.0,262.0,80.0,26.0,2.0,train,282.0,3.0769229585798863,40.0,22.0,144.0,0,0,1.0884353593410157,0.9583687308126806
90,3,0,53.0,26.0,389.0,85.0,26.0,2.0,bus,442.0,3.269230643491129,42.5,27.0,304.0,0,0,1.156462569299829,1.5021240390751944
90,4,0,0.0,10.0,315.0,58.0,26.0,2.0,car,315.0,2.2307691449704175,29.0,0.0,177.0,1,0,0.7891156355222363,1.0705182631418242
91,1,0,64.0,44.0,93.0,58.0,35.0,4.0,air,157.0,1.6571428097959198,14.5,6.0,0.0,0,1,0.906249985839844,0.5308537598280515
91,2,1,20.0,30.0,291.0,74.0,35.0,4.0,train,311.0,2.1142856538775527,18.5,22.0,154.0,0,0,1.156249981933594,1.0515638172390065
91,3,0,53.0,19.0,346.0,72.0,35.0,4.0,bus,399.0,2.057142798367349,18.0,20.0,242.0,0,0,1.1249999824218753,1.349112421473838
91,4,0,0.0,4.0,316.0,52.0,35.0,4.0,car,316.0,1.4857142432653074,13.0,0.0,159.0,1,0,0.8124999873046878,1.0684699879341675
92,1,0,69.0,58.0,124.0,71.0,12.0,1.0,air,193.0,5.916666173611152,71.0,17.0,0.0,0,1,1.0798478923217052,0.5639152649702988
92,2,1,10.0,30.0,340.0,67.0,12.0,1.0,train,350.0,5.583332868055595,67.0,13.0,157.0,0,0,1.0190113913458343,1.0226442628995054
92,3,0,35.0,25.0,427.0,71.0,12.0,1.0,bus,462.0,5.916666173611152,71.0,17.0,269.0,0,0,1.0798478923217052,1.3498904270273473
92,4,0,0.0,14.0,364.0,54.0,12.0,1.0,car,364.0,4.499999625000031,54.0,0.0,171.0,1,0,0.8212927631742546,1.0635500334154857
93,1,0,64.0,84.0,108.0,100.0,70.0,2.0,air,172.0,1.4285714081632657,50.0,30.0,0.0,0,1,0.8888888809876544,0.3790633600461414
93,2,0,44.0,70.0,596.0,160.0,70.0,2.0,train,640.0,2.285714253061225,80.0,90.0,468.0,0,0,1.422222209580247,1.4104683164507585
93,3,0,53.0,31.0,590.0,120.0,70.0,2.0,bus,643.0,1.7142856897959189,60.0,50.0,471.0,0,0,1.0666666571851853,1.4170798866841214
93,4,1,0.0,15.0,360.0,70.0,70.0,2.0,car,360.0,0.9999999857142859,35.0,0.0,188.0,1,0,0.6222222166913581,0.7933884280035517
94,1,1,30.0,145.0,90.0,158.0,50.0,1.0,air,120.0,3.1599999368000016,158.0,100.0,0.0,0,1,1.650130531069133,0.38585208879147237
94,2,0,44.0,31.0,343.0,83.0,50.0,1.0,train,387.0,1.6599999668000007,83.0,25.0,267.0,0,0,0.8668407220173293,1.2443729863524984
94,3,0,53.0,25.0,388.0,84.0,50.0,1.0,bus,441.0,1.6799999664000007,84.0,26.0,321.0,0,0,0.87728458613802,1.418006426308661
94,4,0,0.0,13.0,296.0,58.0,50.0,1.0,car,296.0,1.1599999768000004,58.0,0.0,176.0,1,0,0.6057441190000614,0.9517684856856319
95,1,1,45.0,121.0,100.0,136.0,40.0,2.0,air,145.0,3.399999915000002,68.0,0.0,0.0,1,1,0.767277851806613,0.1953519700972018
95,2,0,44.0,92.0,926.0,233.0,40.0,2.0,train,970.0,5.824999854375004,116.5,97.0,825.0,0,0,1.314527496109859,1.3068373172019707
95,3,0,53.0,47.0,916.0,186.0,40.0,2.0,bus,969.0,4.649999883750003,93.0,50.0,824.0,0,0,1.0493652973237502,1.305490062235783
95,4,0,0.0,20.0,885.0,154.0,40.0,2.0,car,885.0,3.849999903750003,77.0,18.0,740.0,0,0,0.8688293321927824,1.1923206450760246
96,1,1,30.0,84.0,180.0,103.0,70.0,1.0,air,210.0,1.4714285504081637,103.0,9.0,0.0,0,1,0.9054944975341144,0.3631647205133338
96,2,0,34.0,72.0,707.0,149.0,70.0,1.0,train,741.0,2.128571398163266,149.0,55.0,531.0,0,0,1.3098900983745925,1.2814526566684779
96,3,0,35.0,33.0,701.0,109.0,70.0,1.0,bus,736.0,1.5571428348979595,109.0,15.0,526.0,0,0,0.958241749817655,1.2728058776086366
96,4,0,0.0,26.0,626.0,94.0,70.0,1.0,car,626.0,1.3428571236734697,94.0,0.0,416.0,1,0,0.8263736191088034,1.0825767382921285
97,1,0,69.0,61.0,146.0,77.0,10.0,1.0,air,215.0,7.699999230000078,77.0,26.0,0.0,0,1,1.217391285100533,0.6549885737852595
97,2,0,34.0,17.0,409.0,61.0,10.0,1.0,train,443.0,6.099999390000061,61.0,10.0,228.0,0,0,0.9644268622225003,1.3495811078459068
97,3,1,5.0,31.0,300.0,64.0,10.0,1.0,bus,305.0,6.399999360000065,64.0,13.0,90.0,0,0,1.0118576915121313,0.9291698372302518
97,4,0,0.0,13.0,350.0,51.0,10.0,1.0,car,350.0,5.099999490000052,51.0,0.0,135.0,1,0,0.8063240979237297,1.066260468952748
98,1,1,45.0,180.0,160.0,197.0,26.0,1.0,air,205.0,7.576922785502969,197.0,61.0,0.0,0,1,1.1605301846213245,0.26198083033612674
98,2,0,34.0,89.0,985.0,196.0,26.0,1.0,train,1019.0,7.538461248520721,196.0,60.0,814.0,0,0,1.154639168455734,1.3022364200610397
98,3,0,35.0,44.0,975.0,150.0,26.0,1.0,bus,1010.0,5.769230547337286,150.0,14.0,805.0,0,0,0.8836524248385719,1.2907348226316488
98,4,0,0.0,39.0,896.0,136.0,26.0,1.0,car,896.0,5.230769029585806,136.0,0.0,691.0,1,0,0.8011781985203051,1.1450479218593637
99,1,0,64.0,94.0,231.0,129.0,50.0,3.0,air,295.0,2.579999948400001,43.0,0.0,0.0,1,1,0.7277856094342138,0.3491124256223522
99,2,0,44.0,79.0,949.0,223.0,50.0,3.0,train,993.0,4.459999910800002,74.33333333333333,94.0,698.0,0,0,1.2581100070064315,1.1751479276033752
99,3,1,40.0,32.0,1110.0,201.0,50.0,3.0,bus,1150.0,4.019999919600002,67.0,72.0,855.0,0,0,1.1339915309788913,1.3609467439515424
99,4,0,0.0,13.0,942.0,156.0,50.0,3.0,car,942.0,3.1199999376000016,52.0,27.0,647.0,0,0,0.8801128300134679,1.1147928980890025
100,1,0,64.0,92.0,203.0,123.0,70.0,3.0,air,267.0,1.7571428320408167,41.0,0.0,0.0,1,1,0.733233974764626,0.34947643933314604
100,2,0,44.0,77.0,961.0,223.0,70.0,3.0,train,1005.0,3.1857142402040823,74.33333333333333,100.0,738.0,0,0,1.3293591575000945,1.3154450244562237
100,3,0,53.0,46.0,951.0,190.0,70.0,3.0,bus,1004.0,2.714285675510205,63.333333333333336,67.0,737.0,0,0,1.13263784719739,1.3141361239343767
100,4,1,0.0,17.0,780.0,135.0,70.0,3.0,car,780.0,1.9285714010204087,45.0,12.0,513.0,0,0,0.8047689966928823,1.0209424070406512
101,1,0,69.0,59.0,111.0,71.0,30.0,1.0,air,180.0,2.36666658777778,71.0,10.0,0.0,0,1,1.0597014767208734,0.5471124603431232
101,2,0,34.0,31.0,376.0,72.0,30.0,1.0,train,410.0,2.3999999200000026,72.0,11.0,230.0,0,0,1.0746268496324352,1.2462006041148919
101,3,1,15.0,25.0,360.0,64.0,30.0,1.0,bus,375.0,2.1333332622222243,64.0,3.0,195.0,0,0,0.9552238663399424,1.13981762571484
101,4,0,0.0,23.0,351.0,61.0,30.0,1.0,car,351.0,2.033333265555558,61.0,0.0,171.0,1,0,0.9104477476052575,1.0668692976690903
102,1,0,64.0,75.0,153.0,99.0,50.0,5.0,air,217.0,1.979999960400001,19.8,0.0,0.0,1,1,0.657807304599287,0.3073654386581226
102,2,0,44.0,64.0,900.0,201.0,50.0,5.0,train,944.0,4.019999919600002,40.2,102.0,727.0,0,0,1.335548163883401,1.337110479692478
102,3,0,53.0,45.0,890.0,180.0,50.0,5.0,bus,943.0,3.5999999280000017,36.0,81.0,726.0,0,0,1.1960132810896127,1.3356940490995834
102,4,1,0.0,13.0,720.0,122.0,50.0,5.0,car,720.0,2.4399999512000012,24.4,23.0,503.0,0,0,0.8106312238496264,1.0198300268840934
103,1,0,69.0,58.0,99.0,68.0,20.0,1.0,air,168.0,3.3999998300000085,68.0,22.0,0.0,0,1,1.2035398017072603,0.5114155235573348
103,2,0,34.0,16.0,366.0,55.0,20.0,1.0,train,400.0,2.749999862500007,55.0,9.0,232.0,0,0,0.9734513102044017,1.2176560084698447
103,3,0,35.0,13.0,411.0,57.0,20.0,1.0,bus,446.0,2.849999857500007,57.0,11.0,278.0,0,0,1.00884953966638,1.357686449443877
103,4,1,0.0,13.0,300.0,46.0,20.0,1.0,car,300.0,2.299999885000006,46.0,0.0,132.0,1,0,0.8141592776254996,0.9132420063523835
104,1,0,64.0,110.0,153.0,133.0,32.0,2.0,air,217.0,4.1562498701171915,66.5,0.0,0.0,1,1,0.7599999956571429,0.2881806105070643
104,2,0,44.0,91.0,874.0,223.0,32.0,2.0,train,918.0,6.96874978222657,111.5,90.0,701.0,0,0,1.2742857070040816,1.2191235043570736
104,3,0,53.0,46.0,864.0,177.0,32.0,2.0,bus,917.0,5.531249827148443,88.5,44.0,700.0,0,0,1.0114285656489796,1.2177954831104973
104,4,1,0.0,21.0,960.0,167.0,32.0,2.0,car,960.0,5.218749836914068,83.5,34.0,743.0,0,0,0.9542857088326531,1.2749003967132797
105,1,0,64.0,108.0,187.0,136.0,27.0,2.0,air,251.0,5.037036850480116,68.0,0.0,0.0,1,1,0.6886075914500882,0.2756727070009086
105,2,0,44.0,90.0,932.0,231.0,27.0,2.0,train,976.0,8.555555238683139,115.5,95.0,725.0,0,0,1.169620247242429,1.0719384941549275
105,3,0,53.0,45.0,922.0,185.0,27.0,2.0,bus,975.0,6.85185159807957,92.5,49.0,724.0,0,0,0.936708856016664,1.0708401965174736
105,4,1,0.0,20.0,1440.0,238.0,27.0,2.0,car,1440.0,8.814814488340204,119.0,102.0,1189.0,0,0,1.2050632850376544,1.5815485979334996
106,1,0,69.0,104.0,179.0,123.0,30.0,1.0,air,248.0,4.099999863333338,123.0,9.0,0.0,0,1,0.8631578886795938,0.33188357265723173
106,2,0,34.0,89.0,978.0,195.0,30.0,1.0,train,1012.0,6.49999978333334,195.0,81.0,764.0,0,0,1.3684210430286243,1.354299094875478
106,3,1,30.0,28.0,795.0,114.0,30.0,1.0,bus,825.0,3.7999998733333373,114.0,0.0,577.0,1,0,0.7999999943859649,1.1040481751702267
106,4,0,0.0,40.0,904.0,138.0,30.0,1.0,car,904.0,4.599999846666671,138.0,24.0,656.0,0,0,0.9684210458356418,1.209769151944103
107,1,0,69.0,108.0,180.0,128.0,35.0,1.0,air,249.0,3.6571427526530647,128.0,16.0,0.0,0,1,0.9014084443562785,0.3519434624000799
107,2,0,34.0,89.0,901.0,187.0,35.0,1.0,train,935.0,5.342856990204086,187.0,75.0,686.0,0,0,1.3169013991767506,1.3215547684500992
107,3,0,35.0,44.0,891.0,141.0,35.0,1.0,bus,926.0,4.028571313469391,141.0,29.0,677.0,0,0,0.9929577394862131,1.3088339204115422
107,4,1,0.0,34.0,720.0,112.0,35.0,1.0,car,720.0,3.1999999085714315,112.0,0.0,471.0,1,0,0.7887323888117438,1.0176678430845685
108,1,0,64.0,78.0,146.0,100.0,40.0,4.0,air,210.0,2.499999937500002,25.0,0.0,0.0,1,1,0.6410256369165024,0.28254288559361873
108,2,0,44.0,66.0,903.0,203.0,40.0,4.0,train,947.0,5.0749998731250034,50.75,103.0,737.0,0,0,1.3012820429404997,1.2741338697959854
108,3,0,53.0,43.0,893.0,178.0,40.0,4.0,bus,946.0,4.449999888750003,44.5,78.0,736.0,0,0,1.1410256337113742,1.2727884274836347
108,4,1,0.0,11.0,870.0,143.0,40.0,4.0,car,870.0,3.5749999106250026,35.75,43.0,660.0,0,0,0.9166666607905983,1.1705348117449919
109,1,0,64.0,60.0,144.0,82.0,60.0,2.0,air,208.0,1.3666666438888893,41.0,33.0,0.0,0,1,1.031446527906333,0.5826330515892632
109,2,0,44.0,32.0,404.0,93.0,60.0,2.0,train,448.0,1.5499999741666672,46.5,44.0,240.0,0,0,1.1698113060401094,1.2549019572691822
109,3,0,53.0,26.0,449.0,94.0,60.0,2.0,bus,502.0,1.566666640555556,47.0,45.0,294.0,0,0,1.182389922234089,1.406162461047164
109,4,1,0.0,8.0,270.0,49.0,60.0,2.0,car,270.0,0.8166666530555559,24.5,0.0,62.0,1,0,0.6163521935050039,0.756302518889909
110,1,0,64.0,78.0,175.0,105.0,40.0,4.0,air,239.0,2.6249999343750017,26.25,0.0,0.0,1,1,0.6807131236258469,0.32852233631818234
110,2,0,44.0,67.0,932.0,208.0,40.0,4.0,train,976.0,5.199999870000004,52.0,103.0,737.0,0,0,1.3484602829921537,1.3415807541696485
110,3,0,53.0,44.0,922.0,183.0,40.0,4.0,bus,975.0,4.574999885625003,45.75,78.0,736.0,0,0,1.1863857297479046,1.3402061837248025
110,4,1,0.0,12.0,720.0,121.0,40.0,4.0,car,720.0,3.024999924375002,30.25,16.0,481.0,0,0,0.7844408377021663,0.9896907202890849
111,1,0,69.0,67.0,108.0,79.0,70.0,1.0,air,177.0,1.1285714124489798,79.0,41.0,0.0,0,1,1.161764688797578,0.5570416976961708
111,2,0,34.0,38.0,370.0,78.0,70.0,1.0,train,404.0,1.1142856983673473,78.0,40.0,227.0,0,0,1.1470588066609,1.2714398071709212
111,3,0,35.0,32.0,415.0,77.0,70.0,1.0,bus,450.0,1.0999999842857147,77.0,39.0,273.0,0,0,1.1323529245242216,1.4162077060072142
111,4,1,0.0,12.0,240.0,38.0,70.0,1.0,car,240.0,0.5428571351020409,38.0,0.0,63.0,1,0,0.5588235211937718,0.7553107765371809
112,1,0,64.0,108.0,200.0,139.0,70.0,2.0,air,264.0,1.9857142573469393,69.5,11.0,0.0,0,1,0.8081395301852353,0.35687732293764474
112,2,0,44.0,90.0,944.0,234.0,70.0,2.0,train,988.0,3.3428570951020418,117.0,106.0,724.0,0,0,1.3604651083693888,1.3355863449333067
112,3,0,53.0,45.0,934.0,187.0,70.0,2.0,bus,987.0,2.6714285332653067,93.5,59.0,723.0,0,0,1.0872092960045971,1.3342345368918762
112,4,1,0.0,19.0,720.0,128.0,70.0,2.0,car,720.0,1.82857140244898,64.0,0.0,456.0,1,0,0.7441860421849649,0.9733017898299401
113,1,1,60.0,108.0,80.0,120.0,30.0,2.0,air,140.0,3.999999866666671,60.0,65.0,0.0,0,1,1.3953488209843161,0.43579766401308123
113,2,0,44.0,32.0,344.0,84.0,30.0,2.0,train,388.0,2.79999990666667,42.0,29.0,248.0,0,0,0.9767441746890213,1.2077820974076823
113,3,0,53.0,26.0,389.0,85.0,30.0,2.0,bus,442.0,2.833333238888892,42.5,30.0,302.0,0,0,0.9883720815305572,1.375875482098442
113,4,0,0.0,7.0,315.0,55.0,30.0,2.0,car,315.0,1.8333332722222242,27.5,0.0,175.0,1,0,0.6395348762844782,0.9805447440294327
114,1,1,30.0,58.0,90.0,72.0,35.0,2.0,air,120.0,2.057142798367349,36.0,3.0,0.0,0,1,0.7999999911111112,0.2863961807007251
114,2,0,44.0,32.0,506.0,109.0,35.0,2.0,train,550.0,3.1142856253061253,54.5,40.0,430.0,0,0,1.2111110976543211,1.31264916154499
114,3,0,53.0,26.0,551.0,110.0,35.0,2.0,bus,604.0,3.142857053061227,55.0,41.0,484.0,0,0,1.2222222086419754,1.4415274428603164
114,4,0,0.0,8.0,402.0,69.0,35.0,2.0,car,402.0,1.9714285151020425,34.5,0.0,282.0,1,0,0.7666666581481483,0.9594272053474291
115,1,1,55.0,69.0,115.0,81.0,60.0,1.0,air,170.0,1.3499999775000004,81.0,39.0,0.0,0,1,1.1095890258960408,0.5089820344042454
115,2,0,34.0,43.0,392.0,85.0,60.0,1.0,train,426.0,1.4166666430555561,85.0,43.0,256.0,0,0,1.1643835456933762,1.2754490979776973
115,3,0,35.0,37.0,437.0,84.0,60.0,1.0,bus,472.0,1.399999976666667,84.0,42.0,302.0,0,0,1.1506849157440422,1.413173648463552
115,4,0,0.0,13.0,268.0,42.0,60.0,1.0,car,268.0,0.6999999883333335,42.0,0.0,98.0,1,0,0.5753424578720211,0.8023952071784575
116,1,1,40.0,66.0,105.0,77.0,45.0,1.0,air,145.0,1.7111110730864207,77.0,23.0,0.0,0,1,1.1323529245242216,0.4360902242523602
116,2,0,34.0,31.0,372.0,71.0,45.0,1.0,train,406.0,1.5777777427160502,71.0,17.0,261.0,0,0,1.0441176317041525,1.2210526279066087
116,3,0,35.0,25.0,417.0,70.0,45.0,1.0,bus,452.0,1.5555555209876553,70.0,16.0,307.0,0,0,1.0294117495674744,1.359398492152185
116,4,0,0.0,18.0,327.0,54.0,45.0,1.0,car,327.0,1.199999973333334,54.0,0.0,182.0,1,0,0.7941176353806231,0.983458643658771
117,1,0,69.0,57.0,67.0,65.0,45.0,1.0,air,136.0,1.4444444123456799,65.0,20.0,0.0,0,1,1.1453744291563979,0.48141592749941264
117,2,0,34.0,31.0,355.0,69.0,45.0,1.0,train,389.0,1.53333329925926,69.0,24.0,253.0,0,0,1.2158590094121762,1.376991145568173
117,3,1,40.0,18.0,245.0,45.0,45.0,1.0,bus,285.0,0.9999999777777784,45.0,0.0,149.0,1,0,0.7929515278775061,1.008849553950975
117,4,0,0.0,13.0,320.0,48.0,45.0,1.0,car,320.0,1.0666666429629637,48.0,3.0,184.0,0,0,0.8458149630693399,1.1327433588221474
118,1,0,69.0,129.0,185.0,149.0,6.0,1.0,air,254.0,24.833329194445135,149.0,14.0,0.0,0,1,1.00168066553492,0.3438240266073448
118,2,0,34.0,67.0,933.0,168.0,6.0,1.0,train,967.0,27.99999533333411,168.0,33.0,713.0,0,0,1.1294117571131983,1.3089678493279624
118,3,1,20.0,54.0,820.0,143.0,6.0,1.0,bus,840.0,23.833329361111772,143.0,8.0,586.0,0,0,0.9613445313523057,1.13705583602429
118,4,0,0.0,38.0,894.0,135.0,6.0,1.0,car,894.0,22.499996250000624,135.0,0.0,640.0,1,0,0.9075630191088201,1.2101522826258515
119,1,1,90.0,151.0,95.0,161.0,36.0,1.0,air,185.0,4.472222097993831,161.0,34.0,0.0,0,1,1.0254777004746642,0.25712300172741764
119,2,0,34.0,96.0,895.0,193.0,36.0,1.0,train,929.0,5.361110962191362,193.0,66.0,744.0,0,0,1.2292993552273928,1.291174424890654
119,3,0,35.0,51.0,885.0,147.0,36.0,1.0,bus,920.0,4.083333219907411,147.0,20.0,735.0,0,0,0.9363057265203457,1.278665738320131
119,4,0,0.0,35.0,844.0,127.0,36.0,1.0,car,844.0,3.5277776797839535,127.0,0.0,659.0,1,0,0.8089171922998905,1.173036829502381
120,1,1,10.0,70.0,85.0,80.0,20.0,1.0,air,95.0,3.9999998000000097,80.0,25.0,0.0,0,1,1.1510791201283581,0.31198686268641423
120,2,0,34.0,34.0,351.0,72.0,20.0,1.0,train,385.0,3.5999998200000087,72.0,17.0,290.0,0,0,1.0359712081155221,1.2643678119396788
120,3,0,35.0,28.0,396.0,71.0,20.0,1.0,bus,431.0,3.5499998225000087,71.0,16.0,336.0,0,0,1.0215827191139177,1.4154351349246794
120,4,0,0.0,22.0,307.0,55.0,20.0,1.0,car,307.0,2.749999862500007,55.0,0.0,212.0,1,0,0.7913668950882461,1.0082101773129386
121,1,1,25.0,75.0,100.0,90.0,20.0,2.0,air,125.0,4.499999775000011,45.0,39.0,0.0,0,1,1.2811387717987364,0.3990422972097612
121,2,0,44.0,15.0,348.0,68.0,20.0,2.0,train,392.0,3.3999998300000085,34.0,17.0,267.0,0,0,0.9679715164701563,1.2513966440498112
121,3,0,53.0,12.0,393.0,72.0,20.0,2.0,bus,446.0,3.5999998200000087,36.0,21.0,321.0,0,0,1.024911017438989,1.423782916444428
121,4,0,0.0,7.0,290.0,51.0,20.0,2.0,car,290.0,2.549999872500006,25.5,0.0,165.0,1,0,0.7259786373526173,0.9257781295266461
122,1,1,99.0,110.0,260.0,138.0,26.0,1.0,air,359.0,5.307692103550304,138.0,4.0,0.0,0,1,0.901960778418557,0.4629271431812674
122,2,0,34.0,92.0,934.0,193.0,26.0,1.0,train,968.0,7.423076637573975,193.0,59.0,609.0,0,0,1.26143790025204,1.248226948745033
122,3,0,35.0,47.0,924.0,147.0,26.0,1.0,bus,959.0,5.653845936390541,147.0,13.0,600.0,0,0,0.9607843074458542,1.236621532899263
122,4,0,0.0,45.0,816.0,134.0,26.0,1.0,car,816.0,5.153845955621309,134.0,0.0,457.0,1,0,0.8758169877397582,1.052224370016474
123,1,1,30.0,94.0,195.0,115.0,29.0,1.0,air,225.0,3.965517104637341,115.0,0.0,0.0,1,1,0.756578942390928,0.2920181696404696
123,2,0,34.0,89.0,943.0,191.0,29.0,1.0,train,977.0,6.586206669441149,191.0,76.0,752.0,0,0,1.2565789391014544,1.2680077855055059
123,3,0,35.0,44.0,933.0,145.0,29.0,1.0,bus,968.0,4.999999827586213,145.0,30.0,743.0,0,0,0.9539473621450831,1.256327058719887
123,4,0,0.0,58.0,912.0,157.0,29.0,1.0,car,912.0,5.413792916765761,157.0,42.0,687.0,0,0,1.0328947300467453,1.1836469809427035
124,1,1,35.0,95.0,155.0,119.0,8.0,2.0,air,190.0,14.874998140625234,59.5,0.0,0.0,1,1,0.7425896989541985,0.25358691991513255
124,2,0,44.0,45.0,930.0,186.0,8.0,2.0,train,974.0,23.249997093750366,93.0,67.0,784.0,0,0,1.1606864202141254,1.2999666315649427
124,3,0,53.0,43.0,920.0,183.0,8.0,2.0,bus,973.0,22.87499714062536,91.5,64.0,783.0,0,0,1.1419656715009943,1.2986319635653893
124,4,0,0.0,23.0,860.0,153.0,8.0,2.0,car,860.0,19.1249976093753,76.5,34.0,670.0,0,0,0.9547581843696837,1.1478144796158631
125,1,0,69.0,104.0,178.0,123.0,32.0,1.0,air,247.0,3.8437498798828167,123.0,12.0,0.0,0,1,0.8661971769986114,0.3450925597693433
125,2,0,34.0,89.0,992.0,197.0,32.0,1.0,train,1026.0,6.156249807617194,197.0,86.0,779.0,0,0,1.387323933892085,1.4334614021188106
125,3,1,15.0,38.0,675.0,111.0,32.0,1.0,bus,690.0,3.468749891601566,111.0,0.0,443.0,1,0,0.7816901353402104,0.9640237499629427
125,4,0,0.0,39.0,900.0,137.0,32.0,1.0,car,900.0,4.281249866210942,137.0,26.0,653.0,0,0,0.9647887256000794,1.25742228256036
126,1,0,64.0,103.0,170.0,129.0,45.0,2.0,air,234.0,2.8666666029629644,64.5,0.0,0.0,1,1,0.78419452410824,0.3259052920252015
126,2,0,44.0,88.0,889.0,222.0,45.0,2.0,train,933.0,4.933333223703706,111.0,93.0,699.0,0,0,1.349544064744413,1.299442895126124
126,3,1,30.0,35.0,770.0,152.0,45.0,2.0,bus,800.0,3.377777702716051,76.0,23.0,566.0,0,0,0.9240121524376161,1.1142061265818857
126,4,0,0.0,18.0,905.0,155.0,45.0,2.0,car,905.0,3.4444443679012364,77.5,26.0,671.0,0,0,0.9422492343936217,1.260445680695758
127,1,0,64.0,86.0,167.0,112.0,45.0,3.0,air,231.0,2.488888833580248,37.333333333333336,0.0,0.0,1,1,0.6696561992845669,0.2950191567113421
127,2,0,44.0,75.0,972.0,222.0,45.0,3.0,train,1016.0,4.933333223703706,74.0,110.0,785.0,0,0,1.327354252153338,1.2975734338472882
127,3,0,53.0,44.0,962.0,190.0,45.0,3.0,bus,1015.0,4.222222128395064,63.333333333333336,78.0,784.0,0,0,1.1360239095006044,1.2962962946407455
127,4,1,0.0,13.0,870.0,145.0,45.0,3.0,car,870.0,3.2222221506172857,48.333333333333336,33.0,639.0,0,0,0.8669656151451981,1.1111111096920676
128,1,0,64.0,108.0,139.0,129.0,26.0,2.0,air,203.0,4.961538270710066,64.5,0.0,0.0,1,1,0.7889908208624414,0.290622762647641
128,2,0,44.0,90.0,862.0,220.0,26.0,2.0,train,906.0,8.461538136094687,110.0,91.0,703.0,0,0,1.3455657410057142,1.2970651377278952
128,3,1,30.0,36.0,780.0,154.0,26.0,2.0,bus,810.0,5.923076695266281,77.0,25.0,607.0,0,0,0.9418960187039999,1.1596277721408335
128,4,0,0.0,18.0,875.0,151.0,26.0,2.0,car,875.0,5.807692084319535,75.5,22.0,672.0,0,0,0.9235473949630129,1.2526843217570733
129,1,0,69.0,59.0,106.0,71.0,60.0,1.0,air,175.0,1.1833333136111115,71.0,25.0,0.0,0,1,1.1007751767321678,0.5251312812449174
129,2,0,34.0,31.0,372.0,71.0,60.0,1.0,train,406.0,1.1833333136111115,71.0,25.0,231.0,0,0,1.1007751767321678,1.2183045724882084
129,3,0,35.0,25.0,417.0,70.0,60.0,1.0,bus,452.0,1.1666666472222227,70.0,24.0,277.0,0,0,1.0852713010035457,1.3563390807011582
129,4,1,0.0,13.0,300.0,46.0,60.0,1.0,car,300.0,0.7666666538888891,46.0,0.0,125.0,1,0,0.7131782835166158,0.9002250535627155
130,1,0,64.0,58.0,124.0,77.0,10.0,2.0,air,188.0,7.699999230000078,38.5,14.0,0.0,0,1,0.9935483742767952,0.5288326286108787
130,2,1,10.0,35.0,380.0,92.0,10.0,2.0,train,390.0,9.199999080000092,46.0,29.0,202.0,0,0,1.187096758876171,1.0970464104161846
130,3,0,53.0,13.0,427.0,78.0,10.0,2.0,bus,480.0,7.799999220000078,39.0,15.0,292.0,0,0,1.0064515999167536,1.3502109666660733
130,4,0,0.0,8.0,364.0,63.0,10.0,2.0,car,364.0,6.299999370000063,31.5,0.0,176.0,1,0,0.8129032153173779,1.0239099830551055
131,1,0,64.0,107.0,153.0,131.0,45.0,2.0,air,217.0,2.9111110464197547,65.5,29.0,0.0,0,1,0.8304278869703462,0.31864904505337877
131,2,0,44.0,89.0,880.0,222.0,45.0,2.0,train,924.0,4.933333223703706,111.0,120.0,707.0,0,0,1.4072900069268464,1.3568281918401937
131,3,0,53.0,44.0,870.0,176.0,45.0,2.0,bus,923.0,3.911111024197533,88.0,74.0,706.0,0,0,1.1156893748609231,1.3553597630611458
131,4,1,0.0,2.0,660.0,102.0,45.0,2.0,car,660.0,2.2666666162962974,51.0,0.0,443.0,1,0,0.6465927058853077,0.9691629941715668
132,1,0,64.0,86.0,143.0,108.0,60.0,3.0,air,207.0,1.7999999700000007,36.0,0.0,0.0,1,1,0.7128712824232919,0.30508474531306595
132,2,0,44.0,74.0,880.0,207.0,60.0,3.0,train,924.0,3.449999942500001,69.0,99.0,717.0,0,0,1.3663366246446427,1.3618275587887583
132,3,0,53.0,43.0,870.0,175.0,60.0,3.0,bus,923.0,2.9166666180555563,58.333333333333336,67.0,716.0,0,0,1.1551155039266303,1.3603537194394197
